log_id,timestamp,user_id,user_name,user_role,action,table_affected,record_id,old_value,new_value,ip_address,device_info,status,error_message
AL-006856,2023-05-26 17:48:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-04167,old_21,new_8,192.168.86.67,Windows 10,Success,
AL-006857,2023-09-05 05:22:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_6,new_82,192.168.192.123,Windows 10,Success,
AL-006858,2023-02-04 06:21:00,USER-002,Sita Devi,Environmental Officer,Approve,incidents,REC-01382,old_95,new_48,192.168.80.23,Windows 10,Success,
AL-006859,2023-05-18 03:14:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-00454,old_39,new_26,192.168.165.98,Mac OS,Success,
AL-006860,2023-07-23 10:40:00,USER-002,Sita Devi,Environmental Officer,Approve,corrective_actions,REC-02945,old_50,new_36,192.168.144.14,Windows 10,Success,
AL-006861,2023-09-05 13:20:00,USER-002,Sita Devi,Environmental Officer,Sync,equipment,REC-02631,old_78,new_73,192.168.85.108,Linux,Success,
AL-006862,2023-06-24 17:43:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_59,new_98,192.168.160.50,Linux,Success,
AL-006863,2023-07-22 06:56:00,USER-003,Amit Patel,Labour Inspector,Reject,contractors,REC-06378,old_3,new_55,192.168.196.120,Linux,Success,
AL-006864,2023-08-31 15:53:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-09600,old_51,new_4,192.168.206.189,Linux,Failed,Invalid ID
AL-006865,2023-01-17 06:25:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_55,new_68,192.168.221.23,Linux,Success,
AL-006866,2023-08-13 19:35:00,USER-001,Rajesh Kumar,Safety Officer,Delete,incidents,REC-01030,old_91,new_83,192.168.191.181,Windows 10,Success,
AL-006867,2023-07-11 15:10:00,USER-001,Rajesh Kumar,Safety Officer,Approve,worker_attendance,REC-04651,old_81,new_59,192.168.19.96,Linux,Success,
AL-006868,2023-11-10 13:18:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_1,new_10,192.168.139.112,Linux,Success,
AL-006869,2023-08-20 17:56:00,USER-001,Rajesh Kumar,Safety Officer,Approve,environmental_readings,REC-01575,old_5,new_82,192.168.139.55,Linux,Success,
AL-006870,2023-03-08 10:38:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_43,new_95,192.168.248.212,Mac OS,Success,
AL-006871,2023-02-03 04:44:00,USER-003,Amit Patel,Labour Inspector,Approve,environmental_readings,REC-05207,old_10,new_53,192.168.29.154,Linux,Success,
AL-006872,2023-07-02 11:31:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-00668,old_80,new_92,192.168.30.224,Windows 10,Success,
AL-006873,2023-03-05 00:07:00,USER-001,Rajesh Kumar,Safety Officer,Update,inspections,REC-01358,old_21,new_34,192.168.117.178,Windows 10,Success,
AL-006874,2023-05-01 03:14:00,USER-002,Sita Devi,Environmental Officer,Delete,corrective_actions,REC-06621,old_63,new_13,192.168.119.138,Windows 10,Success,
AL-006875,2023-06-14 21:48:00,USER-001,Rajesh Kumar,Safety Officer,Create,mine_master,REC-09357,old_13,new_27,192.168.81.88,Windows 10,Success,
AL-006876,2023-04-05 11:39:00,USER-002,Sita Devi,Environmental Officer,Sync,mine_master,REC-05589,old_52,new_70,192.168.242.91,Mac OS,Success,
AL-006877,2023-08-19 18:00:00,USER-001,Rajesh Kumar,Safety Officer,Sync,incidents,REC-08590,old_71,new_94,192.168.56.140,Linux,Success,
AL-006878,2023-02-22 22:35:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-04875,old_52,new_85,192.168.38.170,Mac OS,Success,
AL-006879,2023-09-27 13:56:00,USER-003,Amit Patel,Labour Inspector,Create,mine_master,REC-09261,old_55,new_97,192.168.143.83,Linux,Success,
AL-006880,2023-03-16 16:53:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_87,new_61,192.168.42.248,Linux,Success,
AL-006881,2023-07-08 16:32:00,USER-001,Rajesh Kumar,Safety Officer,Approve,corrective_actions,REC-04124,old_20,new_16,192.168.118.105,Mac OS,Success,
AL-006882,2023-10-10 03:40:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-04421,old_27,new_42,192.168.85.173,Mac OS,Success,
AL-006883,2023-03-23 19:55:00,USER-003,Amit Patel,Labour Inspector,Sync,contractors,REC-06388,old_65,new_69,192.168.120.238,Mac OS,Success,
AL-006884,2023-03-17 22:35:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-04853,old_86,new_24,192.168.164.78,Linux,Success,
AL-006885,2023-07-12 22:23:00,USER-002,Sita Devi,Environmental Officer,Reject,equipment,REC-01095,old_65,new_19,192.168.117.85,Linux,Success,
AL-006886,2023-10-13 10:06:00,USER-001,Rajesh Kumar,Safety Officer,Approve,production_monthly,REC-08800,old_9,new_82,192.168.213.70,Mac OS,Success,
AL-006887,2023-03-27 16:01:00,USER-002,Sita Devi,Environmental Officer,Delete,contractors,REC-05505,old_12,new_18,192.168.120.154,Mac OS,Success,
AL-006888,2023-06-22 06:13:00,USER-003,Amit Patel,Labour Inspector,Reject,inspections,REC-02065,old_44,new_95,192.168.152.54,Mac OS,Success,
AL-006889,2023-01-08 14:23:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-09880,old_8,new_10,192.168.240.113,Linux,Success,
AL-006890,2023-12-02 18:33:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_79,new_87,192.168.215.191,Windows 10,Success,
AL-006891,2023-10-18 15:37:00,USER-001,Rajesh Kumar,Safety Officer,Reject,corrective_actions,REC-04558,old_4,new_57,192.168.21.248,Mac OS,Success,
AL-006892,2023-12-22 01:55:00,USER-003,Amit Patel,Labour Inspector,Approve,incidents,REC-08836,old_21,new_92,192.168.31.157,Mac OS,Success,
AL-006893,2023-12-26 19:23:00,USER-001,Rajesh Kumar,Safety Officer,Create,production_monthly,REC-06437,old_85,new_20,192.168.145.71,Linux,Success,
AL-006894,2023-11-18 17:45:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_6,new_34,192.168.133.40,Mac OS,Success,
AL-006895,2023-05-01 17:49:00,USER-003,Amit Patel,Labour Inspector,Update,contractors,REC-00793,old_19,new_24,192.168.225.6,Mac OS,Success,
AL-006896,2023-04-17 08:50:00,USER-003,Amit Patel,Labour Inspector,Reject,corrective_actions,REC-04623,old_17,new_73,192.168.187.125,Mac OS,Success,
AL-006897,2023-06-08 01:10:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_49,new_17,192.168.246.206,Windows 10,Success,
AL-006898,2023-05-21 09:08:00,USER-002,Sita Devi,Environmental Officer,Reject,production_monthly,REC-04598,old_86,new_15,192.168.141.167,Windows 10,Success,
AL-006899,2023-08-14 22:11:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-04724,old_56,new_40,192.168.184.3,Linux,Success,
AL-006900,2023-03-11 15:19:00,USER-001,Rajesh Kumar,Safety Officer,Reject,corrective_actions,REC-03306,old_76,new_34,192.168.192.53,Mac OS,Success,
AL-006901,2023-03-15 12:47:00,USER-001,Rajesh Kumar,Safety Officer,Approve,equipment,REC-01434,old_62,new_9,192.168.200.148,Mac OS,Success,
AL-006902,2023-07-17 21:52:00,USER-002,Sita Devi,Environmental Officer,Delete,environmental_readings,REC-00884,old_16,new_1,192.168.157.72,Windows 10,Success,
AL-006903,2023-11-04 07:49:00,USER-002,Sita Devi,Environmental Officer,Update,worker_attendance,REC-07615,old_46,new_77,192.168.212.72,Linux,Success,
AL-006904,2023-04-27 11:56:00,USER-002,Sita Devi,Environmental Officer,Reject,production_monthly,REC-09448,old_59,new_69,192.168.163.15,Mac OS,Success,
AL-006905,2023-12-01 02:41:00,USER-002,Sita Devi,Environmental Officer,Approve,documents,REC-06488,old_23,new_8,192.168.56.56,Windows 10,Success,
AL-006906,2023-05-27 12:30:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_55,new_20,192.168.148.60,Windows 10,Success,
AL-006907,2023-11-22 11:11:00,USER-001,Rajesh Kumar,Safety Officer,Create,equipment,REC-08162,old_61,new_75,192.168.206.230,Linux,Success,
AL-006908,2023-10-20 20:45:00,USER-002,Sita Devi,Environmental Officer,Reject,incidents,REC-05563,old_53,new_44,192.168.14.248,Linux,Success,
AL-006909,2023-05-22 15:22:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_76,new_96,192.168.171.229,Linux,Success,
AL-006910,2023-10-23 23:47:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_20,new_74,192.168.202.31,Windows 10,Success,
AL-006911,2023-04-03 01:57:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_85,new_43,192.168.116.3,Mac OS,Success,
AL-006912,2023-02-04 03:22:00,USER-002,Sita Devi,Environmental Officer,Sync,documents,REC-05920,old_18,new_53,192.168.223.20,Mac OS,Failed,Invalid ID
AL-006913,2023-08-02 07:01:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_52,new_67,192.168.234.242,Linux,Success,
AL-006914,2023-04-25 13:27:00,USER-001,Rajesh Kumar,Safety Officer,Update,documents,REC-08144,old_89,new_89,192.168.141.124,Linux,Success,
AL-006915,2023-03-23 00:49:00,USER-002,Sita Devi,Environmental Officer,Update,mine_master,REC-05910,old_98,new_82,192.168.1.214,Linux,Success,
AL-006916,2023-05-29 03:02:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_99,new_74,192.168.230.135,Linux,Success,
AL-006917,2023-10-30 15:05:00,USER-003,Amit Patel,Labour Inspector,Reject,corrective_actions,REC-06059,old_69,new_69,192.168.83.84,Linux,Success,
AL-006918,2023-11-20 18:07:00,USER-003,Amit Patel,Labour Inspector,Create,contractors,REC-04508,old_22,new_98,192.168.102.112,Linux,Success,
AL-006919,2023-11-13 10:49:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_73,new_82,192.168.194.228,Linux,Success,
AL-006920,2023-07-04 06:38:00,USER-002,Sita Devi,Environmental Officer,Update,worker_attendance,REC-08858,old_46,new_20,192.168.77.211,Windows 10,Success,
AL-006921,2023-01-03 06:28:00,USER-002,Sita Devi,Environmental Officer,Update,production_monthly,REC-03466,old_20,new_46,192.168.16.153,Linux,Success,
AL-006922,2023-06-30 19:07:00,USER-002,Sita Devi,Environmental Officer,Approve,production_monthly,REC-00815,old_31,new_45,192.168.5.228,Windows 10,Success,
AL-006923,2023-08-15 02:38:00,USER-001,Rajesh Kumar,Safety Officer,Delete,grievances,REC-04886,old_47,new_35,192.168.227.161,Mac OS,Success,
AL-006924,2023-03-23 02:36:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-03561,old_89,new_4,192.168.12.160,Mac OS,Success,
AL-006925,2023-01-06 22:43:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_83,new_58,192.168.166.203,Mac OS,Success,
AL-006926,2023-07-22 19:04:00,USER-002,Sita Devi,Environmental Officer,Reject,production_monthly,REC-00941,old_65,new_15,192.168.226.12,Windows 10,Success,
AL-006927,2023-12-10 03:35:00,USER-002,Sita Devi,Environmental Officer,Create,incidents,REC-00284,old_4,new_12,192.168.121.74,Mac OS,Success,
AL-006928,2023-01-08 06:33:00,USER-003,Amit Patel,Labour Inspector,Approve,production_monthly,REC-04727,old_94,new_43,192.168.166.236,Windows 10,Success,
AL-006929,2023-11-29 05:23:00,USER-001,Rajesh Kumar,Safety Officer,Delete,equipment,REC-02228,old_11,new_63,192.168.235.52,Linux,Success,
AL-006930,2023-12-21 10:18:00,USER-001,Rajesh Kumar,Safety Officer,Approve,corrective_actions,REC-05266,old_87,new_93,192.168.101.64,Mac OS,Success,
AL-006931,2023-03-12 07:54:00,USER-001,Rajesh Kumar,Safety Officer,Sync,environmental_readings,REC-03358,old_93,new_73,192.168.16.90,Linux,Success,
AL-006932,2023-04-17 20:03:00,USER-003,Amit Patel,Labour Inspector,Create,contractors,REC-00352,old_58,new_62,192.168.166.174,Windows 10,Success,
AL-006933,2023-09-03 17:15:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_90,new_79,192.168.227.80,Windows 10,Success,
AL-006934,2023-03-28 19:32:00,USER-003,Amit Patel,Labour Inspector,Update,environmental_readings,REC-00472,old_78,new_65,192.168.125.225,Linux,Success,
AL-006935,2023-03-12 21:52:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_52,new_29,192.168.158.250,Windows 10,Success,
AL-006936,2023-09-20 04:16:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-00547,old_36,new_20,192.168.227.132,Windows 10,Success,
AL-006937,2023-12-14 23:04:00,USER-003,Amit Patel,Labour Inspector,Sync,mine_master,REC-07257,old_57,new_48,192.168.163.38,Linux,Success,
AL-006938,2023-01-31 08:21:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_92,new_86,192.168.6.228,Mac OS,Success,
AL-006939,2023-10-03 12:51:00,USER-002,Sita Devi,Environmental Officer,Sync,inspections,REC-04152,old_26,new_69,192.168.74.228,Mac OS,Success,
AL-006940,2023-12-02 22:02:00,USER-001,Rajesh Kumar,Safety Officer,Sync,grievances,REC-01905,old_54,new_92,192.168.201.164,Linux,Success,
AL-006941,2023-07-07 01:30:00,USER-001,Rajesh Kumar,Safety Officer,Create,corrective_actions,REC-06159,old_81,new_82,192.168.110.167,Windows 10,Success,
AL-006942,2023-12-16 19:10:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-06766,old_43,new_50,192.168.158.194,Mac OS,Success,
AL-006943,2023-07-07 21:58:00,USER-002,Sita Devi,Environmental Officer,Delete,grievances,REC-08737,old_43,new_38,192.168.101.118,Windows 10,Success,
AL-006944,2023-02-09 01:01:00,USER-002,Sita Devi,Environmental Officer,Create,contractors,REC-02818,old_37,new_24,192.168.193.133,Windows 10,Success,
AL-006945,2023-06-17 10:41:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-09801,old_87,new_98,192.168.44.149,Linux,Success,
AL-006946,2023-03-17 03:43:00,USER-001,Rajesh Kumar,Safety Officer,Delete,mine_master,REC-08702,old_7,new_78,192.168.98.95,Mac OS,Success,
AL-006947,2023-06-14 14:56:00,USER-003,Amit Patel,Labour Inspector,Reject,mine_master,REC-07412,old_93,new_56,192.168.177.79,Linux,Success,
AL-006948,2023-12-12 18:05:00,USER-002,Sita Devi,Environmental Officer,Sync,worker_attendance,REC-04752,old_44,new_6,192.168.25.153,Linux,Failed,Invalid ID
AL-006949,2023-05-10 00:23:00,USER-003,Amit Patel,Labour Inspector,Update,documents,REC-04159,old_14,new_77,192.168.156.104,Windows 10,Success,
AL-006950,2023-07-28 12:38:00,USER-001,Rajesh Kumar,Safety Officer,Reject,environmental_readings,REC-05698,old_8,new_10,192.168.157.72,Mac OS,Success,
AL-006951,2023-04-18 10:50:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_76,new_63,192.168.231.112,Mac OS,Success,
AL-006952,2023-09-04 17:42:00,USER-002,Sita Devi,Environmental Officer,Approve,equipment,REC-02121,old_89,new_13,192.168.5.233,Windows 10,Success,
AL-006953,2023-12-28 18:55:00,USER-002,Sita Devi,Environmental Officer,Update,inspections,REC-05173,old_37,new_16,192.168.220.84,Linux,Success,
AL-006954,2023-03-08 07:40:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-00269,old_39,new_16,192.168.139.110,Windows 10,Success,
AL-006955,2023-12-25 04:01:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_3,new_53,192.168.53.63,Mac OS,Success,
AL-006956,2023-01-07 20:00:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_51,new_20,192.168.141.74,Linux,Success,
AL-006957,2023-06-26 00:39:00,USER-001,Rajesh Kumar,Safety Officer,Sync,contractors,REC-09233,old_79,new_29,192.168.49.146,Mac OS,Success,
AL-006958,2023-01-13 01:03:00,USER-001,Rajesh Kumar,Safety Officer,Create,mine_master,REC-02086,old_89,new_98,192.168.193.114,Windows 10,Success,
AL-006959,2023-12-15 07:38:00,USER-002,Sita Devi,Environmental Officer,Sync,equipment,REC-05189,old_85,new_47,192.168.88.229,Windows 10,Success,
AL-006960,2023-12-02 21:39:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_51,new_96,192.168.91.132,Windows 10,Success,
AL-006961,2023-08-03 22:58:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_19,new_18,192.168.179.163,Windows 10,Success,
AL-006962,2023-03-09 09:52:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_40,new_25,192.168.198.85,Mac OS,Success,
AL-006963,2023-07-26 16:36:00,USER-001,Rajesh Kumar,Safety Officer,Reject,corrective_actions,REC-06323,old_39,new_5,192.168.243.206,Mac OS,Success,
AL-006964,2023-05-12 22:11:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-02345,old_80,new_16,192.168.105.17,Mac OS,Success,
AL-006965,2023-03-31 00:11:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_61,new_98,192.168.206.28,Linux,Success,
AL-006966,2023-02-05 11:08:00,USER-002,Sita Devi,Environmental Officer,Delete,worker_attendance,REC-07177,old_19,new_31,192.168.133.16,Linux,Success,
AL-006967,2023-07-30 04:02:00,USER-003,Amit Patel,Labour Inspector,Reject,corrective_actions,REC-07199,old_81,new_56,192.168.226.16,Linux,Success,
AL-006968,2023-03-27 02:49:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_88,new_69,192.168.41.80,Mac OS,Success,
AL-006969,2023-07-08 19:43:00,USER-002,Sita Devi,Environmental Officer,Update,inspections,REC-04794,old_26,new_79,192.168.220.53,Mac OS,Success,
AL-006970,2023-07-13 07:07:00,USER-003,Amit Patel,Labour Inspector,Delete,inspections,REC-05979,old_16,new_64,192.168.194.69,Linux,Success,
AL-006971,2023-03-13 14:27:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_16,new_14,192.168.14.250,Linux,Success,
AL-006972,2023-09-15 15:02:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_53,new_19,192.168.193.228,Linux,Success,
AL-006973,2023-08-15 22:18:00,USER-001,Rajesh Kumar,Safety Officer,Reject,inspections,REC-01911,old_66,new_80,192.168.230.173,Linux,Success,
AL-006974,2023-05-23 09:46:00,USER-003,Amit Patel,Labour Inspector,Create,worker_attendance,REC-02720,old_88,new_45,192.168.4.106,Linux,Success,
AL-006975,2023-09-23 13:36:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-09954,old_89,new_71,192.168.130.148,Mac OS,Success,
AL-006976,2023-05-05 04:13:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_52,new_8,192.168.180.80,Linux,Success,
AL-006977,2023-09-20 18:28:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_89,new_24,192.168.19.57,Mac OS,Success,
AL-006978,2023-02-08 07:39:00,USER-001,Rajesh Kumar,Safety Officer,Sync,mine_master,REC-02736,old_82,new_5,192.168.97.136,Linux,Success,
AL-006979,2023-01-31 16:13:00,USER-002,Sita Devi,Environmental Officer,Create,corrective_actions,REC-00481,old_27,new_35,192.168.254.28,Linux,Success,
AL-006980,2023-08-10 01:08:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-09041,old_54,new_59,192.168.125.204,Windows 10,Success,
AL-006981,2023-04-07 01:19:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_47,new_2,192.168.99.186,Mac OS,Success,
AL-006982,2023-11-18 02:17:00,USER-001,Rajesh Kumar,Safety Officer,Approve,inspections,REC-07334,old_72,new_60,192.168.228.116,Linux,Success,
AL-006983,2023-10-29 09:24:00,USER-003,Amit Patel,Labour Inspector,Create,production_monthly,REC-01502,old_77,new_86,192.168.208.169,Mac OS,Success,
AL-006984,2023-05-25 09:54:00,USER-001,Rajesh Kumar,Safety Officer,Sync,inspections,REC-06744,old_88,new_79,192.168.171.76,Mac OS,Success,
AL-006985,2023-08-09 19:32:00,USER-001,Rajesh Kumar,Safety Officer,Delete,environmental_readings,REC-04567,old_9,new_59,192.168.139.195,Windows 10,Success,
AL-006986,2023-08-22 12:01:00,USER-003,Amit Patel,Labour Inspector,Sync,environmental_readings,REC-06069,old_41,new_95,192.168.231.234,Windows 10,Success,
AL-006987,2023-04-23 20:22:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_41,new_93,192.168.143.231,Mac OS,Success,
AL-006988,2023-02-21 13:39:00,USER-001,Rajesh Kumar,Safety Officer,Create,worker_attendance,REC-09252,old_18,new_88,192.168.173.193,Mac OS,Success,
AL-006989,2023-06-16 21:12:00,USER-002,Sita Devi,Environmental Officer,Update,inspections,REC-06776,old_69,new_82,192.168.109.155,Windows 10,Success,
AL-006990,2023-06-06 01:23:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-09895,old_73,new_64,192.168.177.83,Linux,Success,
AL-006991,2023-09-14 13:01:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_30,new_49,192.168.165.235,Mac OS,Success,
AL-006992,2023-08-24 18:50:00,USER-001,Rajesh Kumar,Safety Officer,Delete,incidents,REC-08828,old_10,new_46,192.168.182.228,Windows 10,Success,
AL-006993,2023-12-17 18:04:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_59,new_6,192.168.8.226,Mac OS,Success,
AL-006994,2023-09-02 16:10:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_94,new_13,192.168.123.177,Linux,Success,
AL-006995,2023-07-16 06:07:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-09939,old_94,new_30,192.168.174.95,Linux,Success,
AL-006996,2023-03-02 03:49:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-01769,old_8,new_34,192.168.249.7,Windows 10,Success,
AL-006997,2023-12-24 11:50:00,USER-002,Sita Devi,Environmental Officer,Approve,environmental_readings,REC-09110,old_59,new_3,192.168.224.205,Windows 10,Success,
AL-006998,2023-11-16 08:53:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-09940,old_94,new_83,192.168.68.195,Windows 10,Success,
